1028.99, 177.19
1275.36, 258.85
1518.84, 308.66
2005.80, 325.05
2110.14, 325.86
2255.07, 323.89
2385.51, 325.89
2504.35, 324.72
2736.23, 319.57
2985.51, 309.25
3298.55, 290.98
3478.26, 276.67
3692.75, 261.56
3953.62, 244.08
